32
process will start at : 
Fri Oct 21 16:38:02 CST 2022
++++++++++++++++++++++++++++++++++++++++
Load GaoDataSet from dataset/SolubTotal.csv ... done (10223 lines, 14.758 seconds) 
# of all graphs/labels:      10222
# of testing graphs/labels:      2044
>>> Training of the Model >>>
Start at:  Fri Oct 21 16:39:14 2022
PID:       403607
# of training graphs/labels: 8178
Learning rate:               1E-03
Batch size:                  64
Maximum epochs:              1000
Output frequency:            1
Params filename prefix:      models/solub
Device:                      cpu
------------------------------------------------------------------------------------------------------------------------------------------------------
     Epoch    TrainingLoss        TrainMAE       TrainRMSE         Time(s) SavePrefix
------------------------------------------------------------------------------------------------------------------------------------------------------
         0      15.2959713      15.7950480      16.8124962      36.1429665 models/solub-0
------------------------------------------------------------------------------------------------------------------------------------------------------
Final loss: 0.3343, Final mae: 0.6822, Final mse: 0.8264, Final rmse: 0.9019
Total training time: 34504.1132 seconds
>>> Training of the Model Accomplished! >>>
End at:  Sat Oct 22 02:14:19 2022
  215     -4.53500000     -2.33400000
  216     -4.64800000     -4.62000000
  217     -3.94800000     -3.93100000
  218     -3.91200000     -3.22100000
  219     -4.47100000     -5.19100000
  220     -4.89700000     -4.86300000
  221     -4.04800000     -5.22000000
  222     -5.17500000     -5.03600000
  223     -4.28800000     -5.09100000
  224     -4.87800000     -5.28700000
  225     -5.58300000     -5.38500000
  226     -3.92800000     -3.92600000
  227     -4.50300000     -5.02900000
  228     -4.34500000     -3.73700000
  229     -4.15300000     -4.07200000
  230     -5.37800000     -4.11400000
  231     -3.95100000     -4.64900000
  232     -5.61800000     -5.20600000
  233     -3.92300000     -3.94300000
  234     -3.95800000     -3.72100000
  235     -5.29700000     -6.00800000
  236     -5.17400000     -4.61000000
  237     -5.48000000     -4.51600000
  238     -5.58800000     -5.13100000
  239     -3.94900000     -4.31500000
  240     -5.53700000     -5.67500000
  241     -5.45500000     -4.88400000
  242     -3.90500000     -4.20900000
  243     -4.01900000     -4.85300000
  244     -5.50900000     -5.05600000
  245     -4.48700000     -4.47100000
  246     -4.54100000     -2.68900000
  247     -4.07100000     -4.65600000
  248     -4.04700000     -3.98500000
  249     -5.60700000     -4.99800000
  250     -3.96000000     -4.65300000
  251     -5.49100000     -5.39800000
  252     -4.21300000     -3.95900000
  253     -4.55400000     -4.37700000
  254     -4.43700000     -2.98200000
  255     -4.10300000     -4.78000000
  256     -4.58600000     -3.71100000
  257     -4.00100000     -4.76000000
  258     -4.05800000     -4.55300000
  259     -3.92900000     -3.53000000
  260     -4.00800000     -4.56200000
  261     -4.56900000     -5.69900000
  262     -5.43400000     -3.77200000
  263     -5.57400000     -5.14800000
  264     -3.91600000     -3.64500000
  265     -4.56600000     -4.49900000
  266     -3.96100000     -4.99700000
  267     -5.40200000     -5.61200000
  268     -4.65100000     -3.58700000
  269     -5.34700000     -5.08500000
  270     -4.51600000     -4.73800000
  271     -4.14600000     -3.02800000
  272     -5.32800000     -3.77300000
  273     -4.12700000     -4.27300000
  274     -5.40500000     -4.67100000
  275     -4.26700000     -1.68900000
  276     -4.63300000     -4.92300000
  277     -4.38100000     -4.55500000
  278     -3.96100000     -4.87100000
  279     -3.91000000     -4.24400000
  280     -4.11400000     -3.56500000
  281     -5.15900000     -5.75600000
  282     -3.99200000     -4.71800000
  283     -5.23700000     -4.88700000
  284     -5.44300000     -4.65100000
  285     -5.40500000     -3.39000000
  286     -4.26300000     -3.33400000
  287     -4.50600000     -5.10500000
  288     -4.07800000     -4.12700000
  289     -4.05100000     -4.93300000
  290     -4.04400000     -3.69600000
  291     -3.94900000     -4.22700000
  292     -3.96500000     -4.56200000
  293     -4.69800000     -3.90300000
  294     -4.40700000     -5.42000000
  295     -4.74200000     -5.01900000
  296     -4.27700000     -4.26700000
  297     -5.36900000     -4.47600000
  298     -4.30800000     -4.35000000
  299     -4.19400000     -5.60800000
  300     -4.37300000     -4.87800000
  301     -4.73600000     -5.01500000
  302     -4.64600000     -4.33400000
  303     -5.49300000     -4.79700000
  304     -3.92600000     -4.17100000
  305     -3.93600000     -3.53500000
  306     -5.16000000     -4.92100000
  307     -4.16300000     -2.11000000
  308     -5.11400000     -5.25900000
  309     -4.41400000     -4.79700000
  310     -4.51100000     -3.64300000
  311     -4.10100000     -4.52500000
  312     -4.34200000     -4.11200000
  313     -5.39700000     -4.74400000
  314     -4.23100000     -1.33400000
  315     -3.93400000     -4.34000000
  316     -3.92800000     -2.53500000
  317     -4.42500000     -4.41600000
  318     -4.08300000     -3.02200000
  319     -4.00900000     -4.51800000
  320     -3.91400000     -4.05900000
  321     -5.34400000     -4.94700000
  322     -4.13100000     -4.32200000
  323     -5.84900000     -4.60000000
  324     -4.09000000     -4.09500000
  325     -5.41500000     -4.39000000
  326     -5.44100000     -3.69600000
  327     -4.36100000     -3.44600000
  328     -4.04400000     -3.47900000
  329     -4.30900000     -5.12700000
  330     -5.18000000     -4.61200000
  331     -5.42800000     -4.56200000
  332     -5.44500000     -4.40600000
  333     -5.27800000     -4.75700000
  334     -3.98900000     -4.92700000
  335     -3.99600000     -3.80000000
  336     -6.67100000     -5.62600000
  337     -4.97300000     -3.97900000
  338     -4.02400000     -3.47500000
  339     -4.13300000     -4.64300000
  340     -3.99500000     -3.72200000
  341     -4.64300000     -3.91600000
  342     -3.91000000     -4.85700000
  343     -4.56800000     -4.30700000
  344     -5.34600000     -4.43900000
  345     -5.01500000     -5.03100000
  346     -4.59200000     -9.66400000
  347     -4.82600000     -4.46700000
  348     -5.51100000     -4.72100000
  349     -4.91800000     -5.02700000
  350     -4.22500000     -4.21200000
  351     -3.92500000     -3.57500000
  352     -4.04200000     -4.69300000
  353     -3.98700000     -5.07600000
  354     -4.02600000     -4.87700000
  355     -5.58000000     -4.27200000
  356     -5.61100000     -4.71100000
  357     -5.38400000     -5.14400000
  358     -4.43000000     -5.86200000
  359     -3.99000000     -4.28200000
  360     -5.43700000     -4.78200000
  361     -4.06300000     -4.07600000
  362     -4.46500000     -3.76700000
  363     -5.42100000     -4.35800000
  364     -3.90900000     -4.49400000
  365     -5.41400000     -4.95800000
  366     -4.80200000     -5.06900000
  367     -5.44200000     -4.48400000
  368     -4.05500000     -4.26500000
  369     -4.17800000     -4.79100000
  370     -4.74600000     -3.54200000
  371     -4.28200000     -2.11200000
  372     -4.00900000     -4.22200000
  373     -4.38300000     -4.38300000
  374     -5.37500000     -4.78800000
  375     -5.00700000     -5.35800000
  376     -4.01400000     -5.28700000
  377     -4.73800000     -2.98700000
  378     -4.95100000     -3.81700000
  379     -5.50700000     -4.77600000
  380     -5.30800000     -5.00300000
  381     -4.41500000     -4.58800000
  382     -5.09200000     -4.66400000
  383     -5.09000000     -5.23700000
  384     -3.95500000     -3.54300000
  385     -4.10800000     -5.43500000
  386     -3.95400000     -4.85200000
  387     -4.35000000     -5.07600000
  388     -4.02800000     -4.55000000
  389     -4.02400000     -4.23800000
  390     -5.35700000     -3.90200000
  391     -5.88300000     -3.87700000
  392     -5.96000000     -5.17800000
  393     -5.29700000     -4.46000000
  394     -4.16500000     -4.30700000
  395     -4.07300000     -4.38800000
  396     -6.21900000     -6.33700000
  397     -5.02400000     -4.55100000
  398     -5.45200000     -4.72500000
  399     -4.33600000     -4.72900000
  400     -4.60600000     -4.89000000
  401     -4.20100000     -3.88700000
  402     -4.02800000     -4.37200000
  403     -4.10800000     -3.30000000
  404     -4.36800000     -3.79500000
  405     -5.21300000     -4.51900000
  406     -5.12200000     -4.41600000
  407     -3.93800000     -3.62400000
  408     -3.90900000     -3.83700000
  409     -4.01300000     -4.16400000
  410     -5.49200000     -4.30300000
  411     -5.91900000     -4.95100000
  412     -5.59800000     -4.61900000
  413     -4.99300000     -3.66900000
  414     -4.41000000     -4.85400000
  415     -3.93700000     -4.47800000
  416     -4.70400000     -4.60300000
  417     -4.78800000     -4.91400000
  418     -4.76000000     -4.97100000
  419     -5.34300000     -3.81700000
  420     -4.24800000     -4.05000000
  421     -4.10700000     -4.50300000
  422     -4.38700000     -3.69700000
  423     -4.01200000     -3.21300000
  424     -5.58500000     -5.44600000
  425     -5.43100000     -4.29700000
  426     -5.49700000     -6.76800000
  427     -4.01500000     -5.03800000
  428     -4.08600000     -4.40600000
  429     -3.96300000     -4.16700000
  430     -4.11700000     -4.42100000
  431     -4.35900000     -4.52600000
  432     -5.68000000     -4.14000000
  433     -3.95800000     -3.97900000
  434     -3.96900000     -4.06900000
  435     -6.35400000     -4.68300000
  436     -4.24900000     -4.24900000
  437     -5.18100000     -4.20800000
  438     -4.30600000     -5.27600000
  439     -4.07600000     -3.39400000
  440     -4.90600000     -4.28700000
  441     -4.07800000     -4.43200000
  442     -5.62600000     -5.14000000
  443     -4.48300000     -3.88500000
  444     -4.15300000     -4.65800000
  445     -4.32100000     -2.09300000
  446     -4.13300000     -3.24300000
  447     -4.06900000     -4.34000000
  448     -5.38700000     -4.71800000
  449     -4.03100000     -4.72500000
  450     -4.40200000     -5.93500000
  451     -4.76700000     -4.41600000
  452     -4.50200000     -4.55800000
  453     -5.43400000     -1.56000000
  454     -3.99000000     -5.07800000
  455     -3.91600000     -4.14000000
  456     -5.48900000     -4.59600000
  457     -4.14400000     -4.78200000
  458     -4.27700000     -3.75500000
  459     -5.01600000     -3.14400000
  460     -4.45000000     -3.99700000
  461     -4.12000000     -4.71500000
  462     -5.22500000     -5.62300000
  463     -5.30000000     -3.93100000
  464     -4.81800000     -3.82300000
  465     -4.02100000     -4.37200000
  466     -5.37900000     -4.62300000
  467     -6.69700000     -3.88800000
  468     -5.64700000     -5.03700000
  469     -4.45500000     -4.36300000
  470     -4.90000000     -4.42700000
  471     -4.67800000     -3.77700000
  472     -5.34400000     -5.79000000
  473     -4.07000000     -3.89200000
  474     -4.12300000     -4.45300000
  475     -4.17700000     -4.59700000
  476     -4.16500000     -4.50600000
  477     -4.36000000     -4.56600000
  478     -4.20600000     -4.75900000
  479     -5.32400000     -4.61000000
  480     -6.52600000     -5.49700000
  481     -4.04200000     -4.47000000
  482     -4.10600000     -4.20600000
  483     -5.62400000     -5.48500000
  484     -5.56400000     -4.40800000
  485     -4.01900000     -4.78600000
  486     -4.21400000     -5.02000000
  487     -4.04200000     -3.75000000
  488     -4.67600000     -2.99800000
  489     -4.05900000     -4.54100000
  490     -5.15300000     -3.33700000
  491     -3.91200000     -3.20800000
  492     -4.01300000     -3.90800000
  493     -4.31300000     -4.59400000
  494     -5.67800000     -5.36200000
  495     -4.74200000     -4.25700000
  496     -4.35200000     -4.43800000
  497     -5.50400000     -5.24500000
  498     -4.03300000     -4.95400000
  499     -4.91500000     -4.48600000
  500     -4.87500000     -3.78600000
  501     -4.41200000     -4.83400000
  502     -4.41400000     -4.62200000
  503     -4.02100000     -4.29100000
  504     -4.13200000     -4.32800000
  505     -4.10400000     -3.88900000
  506     -4.19700000     -4.39800000
  507     -4.41900000     -4.78400000
  508     -3.94600000     -4.76300000
  509     -4.00400000     -4.10600000
  510     -4.46700000     -5.08200000
  511     -5.52800000     -6.54900000
  512     -4.07200000     -4.82600000
  513     -4.03900000     -3.79500000
  514     -4.09800000     -4.01800000
  515     -4.40300000     -5.12100000
  516     -3.98500000     -5.29000000
  517     -4.22100000     -4.66400000
  518     -4.47300000     -5.79100000
  519     -4.82600000     -4.32000000
  520     -4.85300000     -4.52500000
  521     -4.22000000     -3.94600000
  522     -5.47400000     -5.82200000
  523     -5.17800000     -5.87900000
  524     -5.82400000     -5.29900000
  525     -5.32400000     -4.86500000
  526     -4.24500000     -4.39100000
  527     -4.18300000     -5.49300000
  528     -4.11500000     -5.21900000
  529     -4.12200000     -4.36100000
  530     -4.43200000     -5.23600000
  531     -4.03900000     -3.73600000
  532     -5.27200000     -4.86300000
  533     -4.33300000     -3.82400000
  534     -4.28600000     -5.07500000
  535     -4.10200000     -4.27700000
  536     -4.56500000     -4.55400000
  537     -4.20900000     -4.49300000
  538     -5.31100000     -4.58900000
  539     -5.44000000     -4.37200000
  540     -3.92400000     -3.89100000
  541     -4.93000000     -4.79400000
  542     -3.96300000     -4.58700000
  543     -5.39800000     -4.34000000
  544     -4.06700000     -4.67100000
  545     -6.75900000     -4.47700000
  546     -5.18200000     -5.69100000
  547     -4.58900000     -3.75500000
  548     -5.15100000     -4.64700000
  549     -4.00400000     -4.74600000
  550     -5.44100000     -4.55000000
  551     -3.93800000     -4.28700000
  552     -4.19300000     -5.10300000
  553     -3.96600000     -4.67600000
  554     -4.18100000     -5.15200000
  555     -4.94200000     -3.48700000
  556     -3.96500000     -4.38200000
  557     -3.97300000     -3.62100000
  558     -5.39500000     -4.27300000
  559     -5.29200000     -3.88300000
  560     -3.98500000     -4.59700000
  561     -4.10300000     -3.86500000
  562     -4.87700000     -5.33800000
  563     -4.35400000     -5.32600000
  564     -4.51200000     -4.73300000
  565     -4.29200000     -3.67900000
  566     -4.16000000     -4.76600000
  567     -4.17500000     -5.82600000
  568     -3.93300000     -4.12000000
  569     -5.18100000     -4.61400000
  570     -4.58000000     -3.79000000
  571     -5.17000000     -4.02500000
  572     -3.93100000     -4.68800000
  573     -4.28200000     -5.33100000
  574     -5.37300000     -4.40900000
  575     -3.97600000     -3.21300000
  576     -3.93800000     -4.02100000
  577     -3.83300000     -3.30300000
  578     -5.45500000     -5.84400000
  579     -4.26300000     -4.54100000
  580     -5.46800000     -3.52300000
  581     -3.91800000     -4.17800000
  582     -4.42800000     -3.96700000
  583     -4.55600000     -3.31400000
  584     -4.26600000     -2.12800000
  585     -4.09500000     -3.65300000
  586     -3.99300000     -3.76100000
  587     -3.99500000     -6.36700000
  588     -4.92900000     -3.52400000
  589     -4.05100000     -2.72300000
  590     -5.00800000     -4.93900000
  591     -4.42900000     -4.38400000
  592     -5.28700000     -3.58300000
  593     -5.04600000     -4.68300000
  594     -3.92200000     -2.85000000
  595     -4.33800000     -4.31700000
  596     -5.21000000     -3.69800000
  597     -5.10800000     -3.86800000
  598     -5.34500000     -4.26900000
  599     -3.94200000     -3.33100000
  600     -4.00200000     -2.61000000
  601     -5.07800000     -3.99900000
  602     -6.07900000     -4.96500000
  603     -5.48500000     -4.69400000
  604     -4.49900000     -3.44700000
  605     -4.47500000     -4.21000000
  606     -4.24000000     -3.90700000
  607     -4.61000000     -5.43100000
  608     -5.41700000     -5.07400000
  609     -4.20300000     -4.72600000
  610     -4.32800000     -5.07100000
  611     -3.92200000     -4.52100000
  612     -5.45200000     -4.57300000
  613     -5.17000000     -5.41400000
  614     -4.13200000     -4.67500000
  615     -4.15500000     -4.56800000
  616     -4.73300000     -4.39700000
  617     -5.42400000     -4.70200000
  618     -4.96700000     -5.45900000
  619     -5.63800000     -4.96500000
  620     -5.17800000     -3.15800000
  621     -4.01000000     -4.02200000
  622     -4.63600000     -5.21500000
  623     -4.16700000     -4.68500000
  624     -4.04100000     -5.15200000
  625     -4.12600000     -4.30600000
  626     -3.91000000     -5.43300000
  627     -4.14300000     -4.41300000
  628     -5.63000000     -4.82600000
  629     -4.11300000     -4.66700000
  630     -6.26500000     -4.95800000
  631     -5.92300000     -7.10700000
  632     -3.86000000     -4.80700000
  633     -4.12000000     -4.70700000
  634     -4.01800000     -4.81800000
  635     -5.38700000     -3.70800000
  636     -4.96100000     -4.43200000
  637     -4.17200000     -3.67800000
  638     -5.24800000     -4.37600000
  639     -4.16800000     -4.57300000
  640     -4.40300000     -2.53100000
  641     -5.19200000     -3.56500000
  642     -5.36300000     -4.61700000
  643     -5.75200000     -4.53200000
  644     -4.37200000     -4.53500000
  645     -4.24100000     -5.38400000
  646     -3.99700000     -4.05700000
  647     -5.21100000     -4.37200000
  648     -4.13200000     -5.00800000
  649     -4.55100000     -3.74800000
  650     -4.07700000     -5.23800000
  651     -5.52900000     -4.44400000
  652     -6.41400000     -4.52500000
  653     -4.25600000     -3.68900000
  654     -5.04400000     -5.06900000
  655     -4.89600000     -4.24000000
  656     -4.14200000     -4.82200000
  657     -4.87500000     -4.51100000
  658     -5.38600000     -5.07600000
  659     -3.97300000     -4.89900000
  660     -4.55800000     -4.82200000
  661     -5.74400000     -5.09800000
  662     -4.70900000     -6.06100000
  663     -5.47100000     -4.48200000
  664     -4.07500000     -4.19500000
  665     -4.97900000     -4.93000000
  666     -4.03200000     -4.26000000
  667     -5.47700000     -4.60900000
  668     -5.73400000     -6.14000000
  669     -5.54000000     -5.41000000
  670     -3.91800000     -5.27100000
  671     -5.05300000     -5.23100000
  672     -5.81200000     -7.74900000
  673     -3.90700000     -3.05500000
  674     -4.84500000     -2.60200000
  675     -5.12200000     -4.41600000
  676     -5.42100000     -5.45900000
  677     -5.25700000     -3.08000000
  678     -4.29300000     -2.74900000
  679     -3.85800000     -3.61500000
  680     -5.87200000     -4.88000000
  681     -5.17700000     -5.90300000
  682     -4.32100000     -4.70700000
  683     -4.96400000     -4.82600000
  684     -3.98000000     -2.89000000
  685     -4.12800000     -4.37200000
  686     -5.52700000     -4.34300000
  687     -5.37300000     -4.40900000
  688     -4.15700000     -4.19300000
  689     -5.39300000     -4.75400000
  690     -5.43100000     -4.89300000
  691     -4.09200000     -5.02100000
  692     -7.79800000     -5.09200000
  693     -4.89700000     -4.29000000
  694     -4.08800000     -5.13000000
  695     -5.38600000     -3.03300000
  696     -5.54000000     -4.80400000
  697     -4.01100000     -5.86500000
  698     -4.10900000     -4.91500000
  699     -4.14600000     -4.48900000
  700     -3.92700000     -4.04800000
  701     -4.48700000     -3.71400000
  702     -4.54800000     -5.24700000
  703     -4.95500000     -3.69800000
  704     -4.03600000     -3.82200000
  705     -5.19600000     -5.26700000
  706     -3.90000000     -4.16800000
  707     -5.37600000     -2.24600000
  708     -4.09500000     -4.99900000
  709     -3.97400000     -3.62500000
  710     -5.65000000     -5.40900000
  711     -5.00700000     -4.20200000
  712     -4.01700000     -4.55100000
  713     -4.17500000     -4.07400000
  714     -4.65800000     -5.34100000
  715     -3.96800000     -4.31300000
  716     -4.73500000     -4.02800000
  717     -5.20300000     -4.80300000
  718     -3.92000000     -4.14600000
  719     -4.74300000     -4.65300000
  720     -6.97000000     -5.98000000
  721     -4.68700000     -4.66200000
  722     -5.52000000     -5.57100000
  723     -4.12400000     -4.93100000
  724     -4.16100000     -3.82500000
  725     -4.05800000     -4.89300000
  726     -3.95000000     -5.48800000
  727     -4.42600000     -3.70100000
  728     -6.36400000     -5.73700000
  729     -5.41800000     -7.59500000
  730     -4.28800000     -3.53600000
  731     -3.92500000     -4.47500000
  732     -4.72400000     -4.02800000
  733     -4.04100000     -4.77100000
  734     -3.98600000     -4.33300000
  735     -3.99500000     -3.86700000
  736     -4.27800000     -4.61500000
  737     -4.06000000     -4.58200000
  738     -5.49500000     -4.20800000
  739     -4.14500000     -2.71400000
  740     -4.11800000     -3.81100000
  741     -4.43900000     -3.00500000
  742     -4.30200000     -4.45800000
  743     -4.14800000     -4.77100000
  744     -4.12000000     -5.26800000
  745     -4.77200000     -4.80100000
  746     -5.43000000     -4.52000000
  747     -4.00200000     -3.64600000
  748     -4.01800000     -4.81800000
  749     -4.04700000     -4.13000000
  750     -3.77400000     -2.97700000
  751     -4.12100000     -4.21800000
  752     -5.36100000     -5.54100000
  753     -5.97700000     -4.72400000
  754     -4.05500000     -5.17200000
  755     -5.51900000     -4.59800000
  756     -5.40200000     -5.61700000
  757     -5.40200000     -4.23000000
  758     -4.84100000     -4.85700000
  759     -4.12300000     -4.93700000
  760     -4.93700000     -4.91200000
  761     -5.74800000     -3.99000000
  762     -5.18100000     -4.53500000
  763     -3.95400000     -4.11500000
