smiles,LogS
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,-5.03
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,-4.955
N(=Nc1ccccc1)c2ccccc2,-4.45
Nc2nc1[nH]cnc1c(=O)[nH]2 ,-3.583
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39
Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,-2.523
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.876
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-4.576
CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,-4.749
Sc1nccc(=O)[nH]1 ,-2.273
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,-3.094
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8
c1ccc2c(c1)[nH]c3ccccc32,-5.27
c1ccc2cnccc2c1,-1.45
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85
O=C1CCCN1,1.07
CC2=CC(=O)c1ccccc1C2=O ,-3.03
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.03
Nc1c(C)c[nH]c(=O)n1 ,-1.458
Nc1nc(=O)[nH]cc1F,-0.972
Nc1cc[nH]c(=O)n1 ,-1.155
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-1.877
O=C1NC(=O)C(=O)C(=O)N1 ,-1.25
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047
c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-4.594
N(c1ccccc1)c2ccccc2,-3.504
C1SC(=S)NC1(=O),-1.77
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,-3.931
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),-2.943
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,-2.369
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,-2.322
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322
Cc1ncc(N(=O)=O)n1CCO,-1.22
Cc1ncc(N(=O)=O)n1CCO ,-1.26
O=C1CNC(=O)N1 ,-0.4
NC(=O)NC1NC(=O)NC1=O ,-1.6
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-8.6
c2ccc1ocnc1c2,-1.16
O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06
c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,-3.09
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-3.37
O=C1NC(=O)C(=O)N1 ,-0.4
C1OC1c2ccccc2 ,-1.6
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-4.19
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-5.293
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92
O=Cc2ccc1OCOc1c2 ,-1.63
